title,notes

081,"22 Agosto ore 6:50
James è rimasto non poco turbato dalla visione di Amanda in quelle condizioni. Più continua a leggere, più gli torna in mente il viso in lacrime della vicina di casa. Non riesce a leggere più di due righe di fila del suo libro, senza che non ricominci a scervellarsi sul perché quella donna era seduta un secondo prima sulla panchina a piangere. Dopo aver riletto per la centesima volta la stessa frase lungo quella evidentemente insormontabile pagina 100 del “Signore delle mosche”, James si decide finalmente a chiudere il libro, alza la testa verso il cielo e si accorge che nonostante fossero solo le 6:50 del mattino c’è già un bel sole. Si alza e pensa di ritornare a casa, evidentemente quella mattina di leggere non c’era storia.
James si avvia per tornare al suo appartamento, un po’ confuso e decisamente bisognoso di un caffè, gira la testa verso destra perché un veicolo ha attirato la sua attenzione. È una vecchia moto degli anni ‘50, una Janus Halcyon 50 per essere precisi che gli ricorda molto il periodo della sua giovinezza.
James si avvia verso casa tristemente, frastornato dagli eventi degli ultimi giorni. La sua mente è confusa però un solo pensiero è limpido come l’acqua: Vera. La donna di cui si sta innamorando, volente o nolente e che forse non vorrà più vederlo. In quell’istante viene spaventato da un colpo di clacson molto vicino: alla sua destra, sorridendogli dal finestrino della macchina accostata, Vera lo saluta e gli fa cenno di avvicinarsi. James si avvicina riluttante, non potendo credere alla sua fortuna.
« Ciao! So che magari non è il momento, ma… ti andrebbe di prendere un caffè insieme? Sto andando ad aprire il negozio.»
James rimane basito per qualche secondo, prima di accendere il cervello e riuscire a formare una risposta coerente.
«Va benissimo, sono nella mia ora d’aria.»
Vera si fa scappare una risata alla sua battuta. James sale dunque in macchina accanto a lei. Giunti alla bakery di Vera, lei si appresta a preparargli un caffè accompagnato da un croissant, sotto lo sguardo sognante di James. Seduti al piccolo tavolino all’ingresso non si accorgono del tempo che passa, tale è il senso di benessere dato dalla presenza dell’altro. All’insaputa di James, un’idea si fa strada nella mente di Vera, un’idea folle ma meravigliosa.
Dopo qualche secondo di silenzio al termine dell’ultima battuta di James, Vera non si trattiene più.
«Scappiamo insieme.»
In una situazione normale James si sarebbe preso del tempo per pensarci, ma non per Vera, non davanti a quella proposta.
«Sì, ma tuo marito? Come ci organizziamo?»
«Abbiamo una macchina, ci siamo noi, che altro serve?»"

082,"Quel caffè bevuto insieme a James è stato decisamente d’aiuto per Amanda. James le ha fatto dimenticare per un attimo la sua situazione, ciò che è meglio è che si sente di nuovo appartenere al mondo. Non un mondo fatto di macchine per la chemio o di lettini d’ospedale, ma un mondo fatto di affetto e di questo deve decisamente ringraziare James che ha avuto sicuramente un potere salvifico quella mattina.
Arrivata a casa decide finalmente di prendere una decisione sul da farsi. Un’amica l’ha messa al corrente di una clinica rinomata e nemmeno troppo costosa nella cui andare. C’è un unico problema la clinica è a New York, decisamente tanto lontano da Stob, forse troppo. Per Amanda in realtà non sarebbe una grande perdita allontanarsi così tanto dalla città, alla fine è già da tempo che le gira nella testa l’idea di cambiare aria e andarsene da un’altra parte, tanto lontano da poter dimenticare tutto. Dunque l’occasione per andare e ricominciare tutto da capo è questa e potrebbero non essercene altre. La donna decide allora di seguire il suo cuore questa volta e senza avvertire nessuno, parenti, amici, lavoro. Organizza una valigia molto improvvisata e in un batter d’occhio se ne va."

083,"26 agosto 1979, mattina, 7:30
Quando la sera del precedente venerdì aveva ricevuto la telefonata dall'ospedale Vera Rome non poteva immaginare la durezza dei giorni che la attendevano. Era dalla sera di due giorni prima, quando c'era stato l'incidente in miniera appunto, che non lasciava più il suo posto al capezzale di Edward, nonostante fosse stata esortata più volte sia dai dottori che dai famigliari a prendersi almeno qualche ora per tornare a casa e riposare decentemente. Quelle raccomandazioni non è che Vera non le ascoltasse, era come se non giungessero proprio alle sue orecchie.
Fortunatamente la figlia maggiore di Vera, Debra, mostrando una maturità all'altezza della situazione stava gestendo al meglio la situazione alla bakery, anche grazie all'aiuto della nonna, così come a casa con i suoi fratelli. E qui bisognava ringraziare suo padre che le dava una mano.
Già, Arthur, nel suo stato di catalessi Vera era tormentata dall'ultimo incontro avuto con l'ex-marito, dalle sue parole, ma soprattutto dal suo sguardo.
Infatti Arthur avrebbe potuto dire qualsiasi cosa ma Vera lo conosceva da troppo tempo per non aver visto il duro e severo rimprovero che i suoi occhi racchiudevano. Questa immagine dava ulteriore forza ai già enormi sensi di colpa che provava Vera in quel momento: «È proprio vero, si semina ciò che si raccoglie, ed io non merito altro che questo: il dolore per aver abbandonato un uomo che mi ama, un uomo troppo buono cui non sono riuscita a restituire tutto il bene che mi vuole».
Parlava a voce alta, ma Edward non poteva sentirla. Veniva mantenuto in coma farmacologico poiché aveva perso troppo sangue e ancora non era abbastanza stabile per sapere quale fosse l'entità dei danni cerebrali riportati a causa della frana in miniera. E se fossero stati permanenti?"

084,"25 Agosto 1979, tardo pomeriggio, 5:45
Vera era rimasta veramente turbata dall’ultimo incontro con Arthur. Forse, questa volta, non avrebbe potuto contare sul suo aiuto. Ma come aveva potuto voltarle le spalle in un momento così difficile per lei?!
Ma su una cosa Arthur aveva ragione: Vera doveva risanare il suo rapporto con Edward. In quello stesso istante le squillò il telefono, era l’ospedale e un operatore disse: «È lei Vera Rome?… Mi dispiace comunicarglielo così, ma purtroppo suo marito è rimasto vittima di un terremoto in miniera e quando lo hanno portato qui ogni tentativo fatto per rendere le sue condizioni stabili è stato vano e… non ce l’ha fatta.»
Vera si sentì crollare tutto il mondo addosso in un baleno. Suo marito era morto. Il padre dei suoi figli! E per di più non era neanche riuscita a risollevare il rapporto e dirgli addio. Edward se n’era andato con amarezza dal mondo. L’unica cosa che era rimasta a Vera Rome erano i suoi figli. Se la vita era stata dura e crudele con lei, adesso, il futuro lo sarebbe stato di più."

085,"24 agosto 1979, pomeriggio, 14:30
Era appena tornata a casa quando ricevette una telefonata sconcertante dall’ospedale: c’era stato un incidente alla miniera e suo marito era rimasto gravemente ferito. Non le dissero altro, solo di affrettarsi. Vera lasciò i figli a casa e sfrecciò a tutta velocità per le strade di Stob.
Arrivata all’ospedale chiese quale fosse la camera e corse per le scale, lacrime calde le rigavano il volto.
Entrò nella piccola stanza e si bloccò, sul letto di fianco a quello del marito vi era Leo Proust. Fortunatamente stava dormendo e Vera poté ricomporsi in fretta. Corse dal suo Edward.
«Amore mio, come stai? Che è successo?»
Lui fece una smorfia di dolore: «Una scossa di terremoto ha causato una frana giù alla miniera, io e Leo eravamo sotto a scavare. Se non ci fosse stato lui a quest’ora sarei morto. Un sasso mi è rotolato addosso e sono caduto rompendomi la gamba», indicò il gesso, «Leo mi ha preso e mi ha trascinato fuori con una forza sovrumana, il tuo amico è un eroe, Vera».
Leo si svegliò e si tastò la fronte, gli avevano messo dei punti. «Ehi», salutò.
«Leo! Grazie infinite per aver salvato Edward!» disse Vera in lacrime, si avvicinò a lui e lo abbracciò forte.
«Ahi, attenta!» la allontanò delicatamente e la guardò negli occhi. «Era mio dovere farlo, e poi tu sei mia amica da sempre, ti pare che avrei lasciato morire tuo marito?» sogghignò e guardò Edward.
«Ti sono debitrice» disse lei stringendogli la mano.
Lui le fece l’occhiolino «Tranquilla, Vera, io voglio solo che tu sia felice», sussurrò.
Vera sorrise tornò dal marito, si sedette sul letto e lo baciò appassionatamente.
Il suo stomaco si riempì di farfalle e le sembrò di essersi innamorata una seconda volta di Edward, forse era solo un effetto della grande paura che aveva provato: perderlo per sempre."

086,"26 agosto 1979, mattina, 7:30
Quando la sera del precedente venerdì aveva ricevuto la telefonata dall'ospedale Vera Rome non poteva immaginare la durezza dei giorni che la attendevano. Era dalla sera di due giorni prima, quando c'era stato l'incidente in miniera appunto, che non lasciava più il suo posto al capezzale di Edward, nonostante fosse stata esortata più volte sia dai dottori che dai famigliari a prendersi almeno qualche ora per tornare a casa e riposare decentemente. Quelle raccomandazioni non è che Vera non le ascoltasse, era come se non giungessero proprio alle sue orecchie.
Fortunatamente la figlia maggiore di Vera, Debra, mostrando una maturità all'altezza della situazione stava gestendo al meglio la situazione alla bakery, anche grazie all'aiuto della nonna, così come a casa con i suoi fratelli. E qui bisognava ringraziare suo padre che le dava una mano.
Arthur… nel suo stato di catalessi Vera era tormentata dall'ultimo incontro avuto con l'ex-marito, dalle sue parole, ma soprattutto dal suo sguardo.
Ma fu un pensiero di un momento. Nonostante quello che si erano detti, Arthur era il suo passato, il presente era un altro, ovvero Edward.
Da quando il marito era stato ferito nella frana della miniera, Vera gli si era rapidamente riavvicinata, Il loro rapporto era ancora problematico, ma lo stare tanto tempo a prendersi cura dell’uomo aveva riacceso qualcosa nel cuore della donna… Quando il marito si sarebbe ripreso, era sicura che avrebbero ritrovato il loro rapporto nonché il loro amore."

087,"1 dicembre 1979 pomeriggio 15:00
Barbara cammina per la via dei negozi di Stob con suo marito Earnest. Cerca di comprare un bel vestito per sua figlia e un bel giocattolino per suo figlioletto, la mattina stessa infatti aveva promesso ad entrambi che avrebbe fatto un regalo ad ognuno di loro perché si erano comportati bene a scuola ed in famiglia.
I due osservando le vetrine passano di fronte al tribunale, che si trova sulla stessa via e si vedono arrivare contro Vera, la nuova fiamma dell’ex-marito di Barbara che, in lacrime, prende da parte Barbara e le dice che ha perso il ricorso con James. Lei comincia a consolarla dicendole che se non si fosse persa d’animo, avrebbe avuto la meglio in futuro, Vera si asciuga le lacrime dal viso e se ne va mestamente.
Barbara aveva da tempo screzi e liti anche furibonde con Earnest, che come offerta di pace aveva deciso di accompagnarla a fare compere, ma sapevano entrambi di non amarsi più, quella mattina anzi non avevano neanche fatto colazione insieme e Barbara era sempre più irritabile e scontrosa al lavoro e faceva di tutto un motivo di litigio. Ma dopo avere saputo dell’esito del processo contro Vera comincia a sentire il corpo più rilassato, le vene nelle tempie smettono lentamente di pulsare e le dita e le spalle iniziano a decontrarsi dallo stress.
Fanno per andarsene e d’improvviso James esce dal tribunale, i loro sguardi si incrociano e lei lo guarda sorridendo."

088,"1 dicembre 1979 pomeriggio 15:00
Barbara cammina per la via dei negozi di Stob con suo marito Earnest. Cerca di comprare un bel vestito per sua figlia e un bel giocattolino per suo figlioletto, la mattina stessa infatti aveva promesso ad entrambi che avrebbe fatto un regalo ad ognuno di loro perché si erano comportati bene a scuola ed in famiglia.
I due osservando le vetrine passano di fronte al tribunale, che si trova sulla stessa via e si vedono arrivare contro Vera, la nuova fiamma dell’ex-marito di Barbara che, in lacrime, prende da parte Barbara e le dice che ha perso il ricorso contro James. Lei non crede alle proprie orecchie e si fa ripetere ancora una volta ciò che le ha detto Vera, lei glielo ripete e aggiunge che i giudici erano molto sicuri del loro verdetto, Barbara consola la donna dicendole che se fosse stata più dura al processo avrebbe avuto più chance in futuro. Barbara dopo che Vera ebbe svoltato l’angolo della strada non riuscì più a contenersi ed esplose in un’esultanza che si senti per tutto l’isolato e gettò le braccia al collo di una signora anziana che stava passando vicino a lei, che la guardò in maniera strana e lei sciolse subito l’abbraccio. Da tempo tra lei ed Earnest non correva più buon sangue e avevano spesso liti e sguardi in cagnesco, ma ora che sapeva di avere campo libero col suo ex, col quale aveva ripreso a vedersi di nascosto, non stava più nella pelle, la sera stessa di ritorno dal giro dice a suo marito che è finita e non ci sono più speranze."

089,"1 dicembre 1979 pomeriggio 15:00
Barbara cammina per la via dei negozi di Stob con suo marito Earnest. Cerca di comprare un bel vestito per sua figlia e un bel giocattolino per suo figlioletto, la mattina stessa infatti aveva promesso ad entrambi che avrebbe fatto un regalo ad ognuno di loro perché si erano comportati bene a scuola ed in famiglia.
I due osservando le vetrine passano di fronte al tribunale, che si trova sulla stessa via e si vedono arrivare contro Vera, la nuova fiamma dell’ex-marito di Barbara che, con un grande sorriso, le dice che ha vinto il ricorso contro James.
James, uscito poco dopo di Vera tirò dritto verso la macchina, parlando animatamente coll’avvocato.
Barbara dopo essersi congratulata con lei e dopo che Vera ebbe svoltato l’angolo della via, cominciò a sentirsi prostrata e iniziò a provare un senso di spossatezza e si sedette su una panchina poco lontano come se avesse un peso opprimente sulle spalle. Da tempo tra lei e Earnest non correva buon sangue, come offerta di pace lui la aveva accompagnata a fare compere, ma sapeva che questo non sarebbe servito a niente. Lo sapevano entrambi che Barbara aveva cominciato a vedersi con James e che da un momento all’altro lei gli avrebbe chiesto il divorzio, ma ora Barbara aveva perso le speranze di riallacciare i rapporti col suo ex-marito e di evitare ai figli quelle liti cosi furibonde e improvvise."

090,"1 dicembre 1979 pomeriggio 15:00
Barbara cammina per la via dei negozi di Stob con suo marito Earnest. Cerca di comprare un bel vestito per sua figlia e un bel giocattolino per suo figlioletto, la mattina stessa infatti aveva promesso ad entrambi che avrebbe fatto un regalo ad ognuno di loro perché si erano comportati bene a scuola ed in famiglia.
I due osservando le vetrine passano di fronte al tribunale, che si trova sulla stessa via e si vedono arrivare contro Vera, la nuova fiamma dell’ex-marito di Barbara che, con un grande sorriso, le dice che ha vinto il ricorso contro James.
Barbara si congratula con lei e James uscito poco dopo tira dritto verso la macchina senza neanche guardarli, parlottando animatamente coll’avvocato.
Barbara non appena Vera gira l’angolo della strada, guarda il marito, con il quale ha da tempo litigi e screzi e sa benissimo di non amare più, si erano rimessi insieme dopo un breve ritorno di fiamma con James, ma nulla era cambiato. Cominciò nel corso del tragitto a fregarsi le mani e a guardare in tutte le direzioni, sul lavoro tutti le dicevano che aveva il volto pallido e a volte anche cinereo e non era attenta alle comande dei clienti, ma ora il suo volto iniziava ad essere solcato da rughe e da spasmi e credeva anche di avere la febbre. Decise di tornare a casa e suo marito, controvoglia, assecondò la sua volontà."

091,"James è molto frustrato dopo la recente conversazione avuta con Vera. Lo schiaffo ricevuto fa più male al suo orgoglio che alle sue guance. È il suo momento di libertà e lo sta passando completamente in ansia per il rapporto che ha con Vera, torna dunque deciso verso casa, quella che sembra essere rimasto il suo ultimo luogo di rifugio. Il pensiero di andarsene dalla città si era fatto nuovamente vivo, ma non sapeva assolutamente nulla di quello che avrebbe trovato fuori Stob e la paura di ricominciare da capo lo costringeva a non muoversi dalla città. Quello che lo spaventava di più però era la consapevolezza di non avere nessuno accanto a lui. Vera è stata l’ultima dimostrazione di non essere capace di tenersi qualcuno.
Dopo essere rimasto diversi minuti a fissare la finestra che dà sul balcone della sua cucina, si rende conto che non è così importante che lui ci sia o meno per la vita delle altre persone. Ha perso tutti e non riesce nemmeno a capacitarsi di quanto tempo sia passato da quell’estate in cui era ragazzino in cui tutto sembrava sorridergli e aveva tutto il futuro aperto a se.
Si mette dunque a rimuginare su tutti gli sbagli passati, come aver abbandonato la famiglia per aver sposato la donna che in seguito lo avrebbe rovinato economicamente. Deve dunque trovare una soluzione a questa situazione."

092,"James è molto frustrato dopo la recente conversazione avuta con Vera. Lo schiaffo ricevuto fa più male al suo orgoglio che alle sue guance. È il suo momento di libertà e lo sta passando completamente in ansia per il rapporto che ha con Vera, torna dunque deciso verso casa, quella che sembra essere rimasto il suo ultimo luogo di rifugio. Il pensiero di andarsene dalla città si era fatto nuovamente vivo, ma non sapeva assolutamente nulla di quello che avrebbe trovato fuori Stob e la paura di ricominciare da capo lo costringeva a non muoversi dalla città. Quello che lo spaventava di più però era la consapevolezza di non avere nessuno accanto a lui. Vera è stata l’ultima dimostrazione di non essere capace di tenersi qualcuno.
«Dunque, sono davvero così pessimo?» si chiedeva, tra sé e sé, James.
Era al collasso. Perché Vera era anche per lui l'ultima spiaggia di una vita felice con qualcuno, e questo fallimento lo affliggeva nel profondo.
Fu così che prese una decisione, l'ultima. Salì in macchina e si fece un lungo giro. Passò ovunque a Stob, per ogni via, come fosse l'ultima volta che l'avrebbe vista, come fosse in cerca di qualcosa per cui rimanere. Tornato a casa, tirò fuori da una cassetta degli attrezzi una corda da lavoro che teneva lì per eventuali necessità, e la legò al lampadario. Perse qualunque alcolico tenesse in casa e iniziò ad ubriacarsi senza alcun freno. Quando sentì di essere pronto, salì su uno sgabello che aveva posizionato sotto al lampadario. Legò la corda attorno al collo, prontamente ammorbidita con del sapone. Diede infine un colpo allo sgabello, pronto a sentirsi scivolare via la sua vita per l’ultima volta."

093,"James è molto frustrato dopo la recente conversazione avuta con Vera. Lo schiaffo ricevuto fa più male al suo orgoglio che alle sue guance. È il suo momento di libertà e lo sta passando completamente in ansia per il rapporto che ha con Vera, torna dunque deciso verso casa, quella che sembra essere rimasto il suo ultimo luogo di rifugio. Il pensiero di andarsene dalla città si era fatto nuovamente vivo, ma non sapeva assolutamente nulla di quello che avrebbe trovato fuori Stob e la paura di ricominciare da capo lo costringeva a non muoversi dalla città. Quello che lo spaventava di più però era la consapevolezza di non avere nessuno accanto a lui. Vera è stata l’ultima dimostrazione di non essere capace di tenersi qualcuno.
«Non posso abbattermi così!» disse tra sé e sé.
«Come posso definirmi un uomo se lascio che la vita riesca a sopraffarmi in questa maniera?»
James pareva in quel momento più simile ad una fenice che ad un uomo. Dalle sue disgrazie stava traendo nuova forza per andare avanti, e più il tempo passava e più sentiva la sua grinta crescere.
Fu così che prese una grande decisione. Senza rifletterci molto, fece le valigie, le mise in macchina e salì anche lui. Accese il motore e partì. Non avrebbe detto nulla a nessuno e da allora sarebbe sparito. Aveva persino bruciato il telefono poco prima di partire. Dal giorno dopo in quella città lo avrebbero visto come un fantasma sparito nel nulla. Prima di lasciar la città però volle farsi un ultimo giro per quelle strade che aveva percorso per una vita intera. Finito il suo itinerario di addio, imboccò la strada che portava all’autostrada più vicina, pronto a ricominciare, da zero, una nuova vita."

094,"James è molto frustrato dopo la recente conversazione avuta con Vera. Lo schiaffo ricevuto fa più male al suo orgoglio che alle sue guance. È il suo momento di libertà e lo sta passando completamente in ansia per il rapporto che ha con Vera, torna dunque deciso verso casa, quella che sembra essere rimasto il suo ultimo luogo di rifugio. Il pensiero di andarsene dalla città si era fatto nuovamente vivo, ma non sapeva assolutamente nulla di quello che avrebbe trovato fuori Stob e la paura di ricominciare da capo lo costringeva a non muoversi dalla città. Quello che lo spaventava di più però era la consapevolezza di non avere nessuno accanto a lui. Vera è stata l’ultima dimostrazione di non essere capace di tenersi qualcuno.
James si guardò allo specchio. Quasi non si riconosceva per quanto la sofferenza avesse segnato il suo volto. Rimase quasi traumatizzato da quella visione, tanto da distogliere poco dopo lo sguardo. Non riusciva a reggere il suo stesso sguardo così cupo. Fu allora che respirò a pieni polmoni e, inaspettatamente, si mise a ridere.
«Allora è questo il fondo, alla fine ci sono arrivato. Questo è il momento di tirarsi su e rimettere in piedi quel che resta della mia vita.»
Nemmeno lui sapeva da dove avesse tirato fuori tutta quella grinta, ma era pronto a farsi in quattro pur di riprendersi da quel brutto periodo, e aveva deciso quale sarebbe stata la prima cosa da fare: chiedere scusa a Vera. Poteva non essere la donna della sua vita, ma le voleva bene e sarebbe potuta essere una valida amica su cui fare affidamento. Aveva deciso. La sua vita sarebbe ricominciata riparando al loro rapporto."

095,"28 agosto 1979 17:00
Era da tempo che ci pensava. Aveva già comprato l’anello. Doveva solo trovare il momento giusto e un po’ di coraggio. Edward si sentiva meglio quel giorno. La gamba era ancora un po’ dolorante ma Vera si era presa cura di lui amorevolmente. Portava l’anello sempre con lui, nella tasca dei pantaloni. Temeva di averlo perso nell’incidente in miniera. Per fortuna era ancora nella tasca.
«Vera, se non avessi la gamba rotta mi inginocchierei… mi vuoi risposare?»
«Non so cosa dire» rispose Vera stupefatta.
«Dimmi di sì. Andiamocene da questa cittadina. Dimentichiamo il tradimento, l’incidente e tutto il resto. Andiamo lontano e ricominciamo da capo una vita insieme. Tu, io e i nostri figli.»
«Non lo so Edward… mi sento ancora in colpa per quello che ho fatto… con Leo è stato unicamente un momento di debolezza, però quello che è successo non si può cancellare. Capisco la tua proposta e ne sono felice, ma sento di non poter accettare. Accettare per me significherebbe solamente sotterrare quello che è accaduto, ma ciò che si sotterra prima o poi potrebbe tornare alla luce ed io non voglio che questo possa accadere. Voglio lavorare su me stessa e sulle ragioni che mi han portato a quel gesto prima di accettare la tua proposta. Ti amo Edward, e spero potrai perdonarmi per questa mia scelta.»
Mentre diceva queste parole, una lacrima le rigava il viso, una lacrima piena di tutto il senso di colpa che tanto la opprimeva.
Edward la ascoltò attentamente, e dopo che lei smise di parlare le disse: «Certo, un po' mi dispiace, ma comprendo le ragioni che ti han portato a questa scelta. Prenditi tutto il tempo di cui senti di aver bisogno. Ti amo anche io Vera, e quando sarai pronta io sarò qui ad aspettarti.»
Dopo esserci congedati con un lungo bacio, Vera uscì dalla stanza e si diresse verso l'uscita dell'ospedale."

096,"28 agosto 1979 17:00
Era da tempo che ci pensava. Aveva già comprato l’anello. Doveva solo trovare il momento giusto e un po’ di coraggio. Edward si sentiva meglio quel giorno. La gamba era ancora un po’ dolorante ma Vera si era presa cura di lui amorevolmente. Portava l’anello sempre con lui, nella tasca dei pantaloni. Temeva di averlo perso nell’incidente in miniera. Per fortuna era ancora nella tasca.
«Vera, se non avessi la gamba rotta mi inginocchierei… mi vuoi risposare?»
«Non so cosa dire» rispose Vera stupefatta.
«Dimmi di sì. Andiamocene da questa cittadina. Dimentichiamo il tradimento, l’incidente e tutto il resto. Andiamo lontano e ricominciamo da capo una vita insieme. Tu, io e i nostri figli.»
«Non lo so Edward» riuscì a rispondere Vera, visibilmente turbata. «Forse ciò che è successo con Leo è un segno che qualcosa non va tra noi… forse la cosa migliore sarebbe prenderci una pausa e riflettere su di noi. Non sto dicendo di non essere dispiaciuta per quello che ho fatto, ma forse questo avvenimento è sentore che qualcosa deve cambiare, e forse quel qualcosa siamo io e te. Non voglio ritrovarmi tra qualche anno nella medesima situazione. Se davvero vuoi risposarmi, voglio che sia la cosa giusta per entrambi e non una maniera per mettere sopra la faccenda una pietra e far finta che nulla sia mai successo. Lasciami tempo per riflettere, ti prego.»
Sentendo quelle parole Edward, con le lacrime agli occhi per il dispiacere e per la rabbia, si voltò, e disse: «Prenditi tutto il tempo che ti serve per pensare, Vera, ma dopo quello che hai detto non pensare di poter tornare quando vorrai e trovarmi ancora qui ad aspettarmi. Non solo son stato tradito, ma adesso non sei nemmeno più sicura di voler rimanere al mio fianco? Mi sento preso in giro.»
«Lo capisco» disse Vera, «allora per un po' è meglio che non ci vediamo. Non voglio esser causa di ulteriore dolore per te… spero che, se le nostre strade si incroceranno nuovamente, sarà per motivazioni belle e non il contrario. Di dolore ne abbiamo subito tanto, tutti e due, e meritiamo di star bene.»
Detto ciò, Vera si avviò verso l'uscita dell'ospedale, intenzionata a non tornare mai più in città."

097,"28 agosto 1979 17:00
Era da tempo che ci pensava. Aveva già comprato l’anello. Doveva solo trovare il momento giusto e un po’ di coraggio. Edawrd si sentiva meglio quel giorno. La gamba era ancora un po’ dolorante ma Vera si era presa cura di lui amorevolmente. Portava l’anello sempre con lui, nella tasca dei pantaloni. Temeva di averlo perso nell’incidente in miniera. Per fortuna era ancora nella tasca.
«Vera, se non avessi la gamba rotta mi inginocchierei… mi vuoi risposare?»
«Non so cosa dire» rispose Vera stupefatta.
«Dimmi di sì. Andiamocene da questa cittadina. Dimentichiamo il tradimento, l’incidente e tutto il resto. Andiamo lontano e ricominciamo da capo una vita insieme. Tu, io e i nostri figli.»
«Sì.»
Edward la abbracciò forte forte nonostante i lividi.
«Ma la bakery? No… non possiamo lasciarla.»
«Ci penserà Debra. Ho già parlato con lei e vuole rimanere qui a Stob. Prenderà lei le redini della Bakery.»
«Allora è deciso.»
«Partiamo all’istante.»"

098,"28 agosto 1979 17:00
Era da tempo che ci pensava. Aveva già comprato l’anello. Doveva solo trovare il momento giusto e un po’ di coraggio. Edward si sentiva meglio quel giorno. La gamba era ancora un po’ dolorante ma Vera si era presa cura di lui amorevolmente. Portava l’anello sempre con lui, nella tasca dei pantaloni. Temeva di averlo perso nell’incidente in miniera. Per fortuna era ancora nella tasca.
«Vera, se non avessi la gamba rotta mi inginocchierei… mi vuoi risposare?»
«Non so cosa dire» rispose Vera stupefatta.
«Dimmi di sì. Andiamocene da questa cittadina. Dimentichiamo il tradimento, l’incidente e tutto il resto. Andiamo lontano e ricominciamo da capo una vita insieme. Tu, io e i nostri figli.»
«Ti risposerei cento volte, mille volte, all’infinito… ma non possiamo essere così avventati. Sei quasi morto nella cava. Ti devi ancora riprendere e io non so come fare con la bakery. Non abbiamo più vent’anni, abbiamo responsabilità e doveri.»
«Ho già parlato con Debra e vuole rimanere qui a Stob. Prenderà lei le redini della bakery.»
«Forse hai ragione. È una brava ragazza che lavora sodo. Lascerei la bakery in buone mani.»
«Allora è deciso. Ce ne andiamo da Stob.»
«Ma solo dopo che ti sarai ripreso. Facciamo le cose con calma.»
«Ti amo.»
«Ti amo anch’io.»"

099,"28 agosto 1979 21:00
Earnest Walter non vedeva ombra di donna da settimane. Aveva davvero perso tutto il suo fascino? Si sentiva solo. Quella sera il locale era pieno di gente. C’erano anche tante belle donne. Una in particolare lo attirava: Amanda Proust. Era la preda perfetta per la serata. Era seduta al tavolo da sola con lo sguardo un po’ triste, era vestita bene e sorseggiava un Martini Dry lasciando l’impronta del rossetto sul bicchiere.
«Cosa posso portarle?»
«Scelga lei. Mi va bene tutto.»
«Le consiglio la specialità della casa. Filet mignon con salsa alla Stob. È una favola.»
«Va bene quello… e anche un altro Martini.»
Earnest tornò al tavolo per portarle le ordinazioni.
«Come mai tutta sola?»
«Domani devo partire per New York. Volevo trascorrere un’ultima serata qui a Stob prima di andarmene.»
«Sei molto bella. Hai da fare questa sera? Io stacco tra poco e pensavo che potremmo trascorrere la serata assieme a vedere un film o a bere qualcosa… e poi domani ognuno torna alla sua vita.»
«Scusami ma ne ho piene le tasche di uomini come te che non mi chiedono neanche come mi chiamo e pensano di passare una serata insieme a guardare un film!!! Vuoi davvero solo vedere un film?! Non credo! Mi sono promessa che non mi sarei innervosita questa sera quindi ti pregherei di andartene e non disturbarmi oltre. Ah sì, questo filetto non è ben cotto. Ne gradirei un altro.»
«Subito.»
Anche quella sera Earnest non aveva fatto conquiste. Aveva davvero perso tutto il suo fascino."

100,"28 agosto 1979 21:00
Earnest Walter non vedeva ombra di donna da settimane. Aveva davvero perso tutto il suo fascino? Si sentiva solo. Quella sera il locale era pieno di gente. C'erano anche tante belle donne. Una in particolare l'attirava: Amanda Proust. Era la preda perfetta per la serata. Era seduta al tavolo da sola con lo sguardo un po' triste, era vestita bene e sorseggiava un Martini Dry lasciando l'impronta del rossetto sul bicchiere.
«Cosa posso portarle?»
«Scelga lei. Mi va bene tutto.»
«Le consiglio la specialità della casa. Filet mignon con salsa alla Stob. È una favola.»
«Va bene quello… E anche un altro Martini.»
Earnest tornò al tavolo per portarle le ordinazioni.
«Come mai tutta sola?»
«Domani devo partire per New York. Volevo trascorrere un'ultima serata qui a Stob prima di andarmene.»
«Sei molto bella. Hai da fare questa sera? Io stacco tra poco e pensavo che potremmo trascorrere la serata assieme e vedere un film o bere qualcosa.»
Amanda lo fulminò con lo sguardo.
«Cosa pensi di me? Che sia qui da sola solamente per farmi rimorchiare da un porco come te?»
Prese il Martini, glielo versò in faccia e buttò il bicchiere per terra.
«Meno male che domani parto e lascio sto schifo di paese.»
Amanda si alzò e uscì dal locale sbattendo la porta e lasciando da solo Earnest con tutti gli occhi dei clienti fissati su di lui."

